age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,id
59,unknown,married,unknown,no,1500,no,no,cellular,16,nov,280,1,104,2,failure,no,45186
33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no,30409
46,blue-collar,married,primary,no,642,no,no,unknown,12,jun,110,4,-1,0,unknown,no,10290
47,blue-collar,married,primary,no,0,no,no,cellular,21,jul,71,1,-1,0,unknown,no,15693
36,blue-collar,married,primary,no,1580,yes,no,cellular,14,jul,615,3,-1,0,unknown,no,14469
33,blue-collar,married,primary,no,217,yes,no,cellular,20,apr,198,1,339,3,failure,no,33138
50,management,single,secondary,no,431,no,no,telephone,4,jun,180,2,-1,0,unknown,no,40110
34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure,no,25581
36,admin.,single,secondary,no,191,yes,no,cellular,25,jul,18,7,-1,0,unknown,no,16958
33,services,married,secondary,no,930,no,yes,cellular,24,jul,149,2,-1,0,unknown,no,16730
42,self-employed,married,secondary,no,106,yes,no,unknown,8,may,515,3,-1,0,unknown,no,1554
38,technician,married,secondary,no,-475,yes,no,cellular,10,jul,234,1,-1,0,unknown,no,13772
31,unemployed,single,tertiary,no,1489,yes,no,cellular,3,feb,678,1,-1,0,unknown,no,29492
44,services,married,secondary,no,-75,yes,no,unknown,26,may,104,1,-1,0,unknown,no,5793
29,technician,single,secondary,no,309,yes,no,unknown,13,may,214,1,-1,0,unknown,no,2514
32,technician,divorced,secondary,no,0,yes,no,cellular,10,aug,540,2,-1,0,unknown,no,40772
30,technician,single,secondary,no,148,yes,yes,cellular,15,may,115,5,-1,0,unknown,no,38118
50,technician,married,primary,no,-315,no,yes,cellular,21,nov,61,7,136,1,failure,no,27704
55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,7,may,36,3,-1,0,unknown,no,35284
36,technician,single,secondary,no,966,no,no,cellular,9,jul,119,9,367,4,other,no,44116
29,management,single,tertiary,no,0,yes,no,cellular,9,jul,150,1,-1,0,unknown,no,13682
31,technician,divorced,tertiary,no,0,no,no,cellular,22,aug,127,2,-1,0,unknown,no,22334
56,retired,married,primary,no,152,yes,yes,cellular,30,jul,65,7,-1,0,unknown,no,18069
43,technician,married,secondary,no,307,no,no,cellular,21,jul,145,2,-1,0,unknown,no,15889
43,self-employed,married,primary,no,0,yes,no,telephone,30,oct,81,1,-1,0,unknown,no,24113
40,blue-collar,married,secondary,no,-60,yes,no,cellular,21,jul,250,1,-1,0,unknown,no,15779
47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,unknown,no,24603
54,blue-collar,married,secondary,no,1070,no,no,cellular,18,nov,373,4,-1,0,unknown,no,25294
46,admin.,single,secondary,no,849,yes,no,unknown,5,jun,508,2,-1,0,unknown,yes,9087
33,management,single,tertiary,no,30,yes,no,cellular,22,jul,1077,1,-1,0,unknown,yes,15947
32,services,single,secondary,no,0,yes,no,cellular,31,jul,99,13,-1,0,unknown,no,18548
47,entrepreneur,married,unknown,yes,-1445,yes,no,unknown,12,may,379,2,-1,0,unknown,no,2170
60,retired,married,unknown,no,2150,yes,yes,cellular,9,jul,119,1,-1,0,unknown,no,13528
34,blue-collar,married,primary,no,2490,yes,no,cellular,19,nov,185,2,180,1,failure,no,25623
30,services,married,secondary,no,-108,yes,no,unknown,23,may,216,1,-1,0,unknown,no,5445
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes,24172
45,self-employed,married,secondary,no,830,no,no,cellular,19,nov,180,1,111,2,failure,no,25846
29,blue-collar,single,primary,no,213,yes,no,unknown,6,jun,2653,3,-1,0,unknown,yes,9515
31,blue-collar,married,secondary,no,-282,yes,yes,unknown,2,jun,108,1,-1,0,unknown,no,8236
45,unemployed,single,primary,no,8725,no,no,cellular,8,jul,286,2,-1,0,unknown,no,40553
43,technician,married,secondary,no,629,no,no,cellular,5,aug,196,1,-1,0,unknown,no,19076
36,admin.,married,secondary,no,0,yes,no,cellular,2,feb,236,2,252,1,other,no,29174
46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no,24358
28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,yes,32463
45,blue-collar,married,secondary,no,10252,no,no,cellular,4,may,675,2,-1,0,unknown,yes,34182
38,blue-collar,married,secondary,no,-367,yes,yes,cellular,12,may,354,1,-1,0,unknown,no,36741
45,technician,divorced,secondary,no,29,no,no,unknown,12,jun,385,1,-1,0,unknown,no,10323
32,services,married,secondary,no,689,yes,yes,cellular,16,jun,162,3,-1,0,unknown,yes,40323
55,management,married,tertiary,no,13578,no,no,cellular,29,oct,247,2,-1,0,unknown,no,42039
36,management,married,secondary,no,1160,yes,no,cellular,15,apr,56,1,323,3,failure,no,32138
35,technician,single,secondary,no,79,yes,no,cellular,26,aug,12,16,-1,0,unknown,no,23071
32,management,single,secondary,no,-119,yes,no,cellular,13,may,231,1,370,1,other,no,37222
58,retired,married,secondary,no,901,yes,yes,cellular,30,jul,235,2,-1,0,unknown,no,17895
40,services,single,secondary,no,19343,yes,no,unknown,26,may,168,4,-1,0,unknown,no,5725
57,retired,married,tertiary,no,42,no,no,cellular,29,aug,68,4,-1,0,unknown,no,24026
50,management,married,tertiary,no,1174,yes,no,cellular,7,may,128,2,-1,0,unknown,no,35537
37,admin.,single,secondary,no,515,yes,no,cellular,20,apr,59,1,-1,0,unknown,no,33199
37,management,married,tertiary,no,1967,yes,no,cellular,27,may,774,1,-1,0,unknown,no,43812
29,admin.,married,secondary,no,445,yes,no,unknown,28,may,489,2,-1,0,unknown,no,6898
48,technician,married,secondary,no,101,yes,no,cellular,21,jul,338,3,-1,0,unknown,no,15845
54,management,married,tertiary,no,8295,no,no,cellular,5,jun,207,1,-1,0,unknown,yes,40143
57,retired,married,primary,no,1335,no,no,cellular,19,nov,902,2,-1,0,unknown,no,25576
33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,34,10,331,16,other,no,38702
38,blue-collar,single,primary,no,1375,yes,no,unknown,23,may,83,3,-1,0,unknown,no,5502
45,blue-collar,single,secondary,no,143,no,no,unknown,5,jun,201,1,-1,0,unknown,no,9174
58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,may,154,2,-1,0,unknown,no,1445
38,blue-collar,single,tertiary,no,14058,no,no,telephone,17,jul,293,20,-1,0,unknown,no,14993
43,technician,married,secondary,no,463,no,no,unknown,3,jun,268,1,-1,0,unknown,no,8414
36,blue-collar,married,secondary,no,2357,yes,no,unknown,17,jun,228,2,-1,0,unknown,no,11071
35,technician,married,secondary,no,198,no,no,cellular,27,aug,282,13,-1,0,unknown,no,23317
45,management,married,tertiary,no,2077,no,no,cellular,5,aug,163,1,-1,0,unknown,no,44451
45,self-employed,married,secondary,no,264,yes,no,cellular,8,may,113,1,360,2,failure,no,35661
56,blue-collar,married,primary,no,8318,yes,no,unknown,16,may,428,2,-1,0,unknown,no,3992
40,housemaid,divorced,primary,no,2610,yes,no,unknown,14,may,301,3,-1,0,unknown,no,3061
58,management,married,tertiary,no,2143,yes,no,unknown,5,may,261,1,-1,0,unknown,no,0
44,blue-collar,married,primary,no,143,yes,no,unknown,7,may,153,1,-1,0,unknown,no,896
58,admin.,married,secondary,no,1813,yes,no,telephone,17,jul,15,1,-1,0,unknown,no,15104
45,technician,divorced,secondary,no,976,yes,no,cellular,17,apr,183,1,338,2,failure,no,32644
29,blue-collar,single,secondary,no,-20,no,yes,cellular,21,jul,574,1,-1,0,unknown,yes,15690
30,management,married,tertiary,no,350,no,no,cellular,29,jan,328,2,-1,0,unknown,no,28537
38,management,married,tertiary,no,238,no,no,cellular,4,may,131,1,90,2,success,no,43606
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,unknown,no,19698
51,management,married,tertiary,no,12,no,no,unknown,6,jun,90,4,-1,0,unknown,no,9332
37,entrepreneur,married,secondary,no,46,no,yes,cellular,19,aug,119,4,-1,0,unknown,no,21625
34,services,married,secondary,no,-85,yes,no,cellular,8,may,129,4,-1,0,unknown,no,35991
57,retired,married,tertiary,no,815,no,no,cellular,8,aug,385,2,-1,0,unknown,no,19929
35,management,single,tertiary,no,642,no,no,cellular,8,may,278,1,-1,0,unknown,no,35760
29,services,married,secondary,no,123,no,yes,cellular,7,jul,151,1,-1,0,unknown,no,12851
52,blue-collar,married,secondary,no,782,yes,no,unknown,5,may,93,3,-1,0,unknown,no,158
44,services,married,secondary,no,908,yes,yes,cellular,28,jul,102,7,-1,0,unknown,no,17146
50,management,divorced,tertiary,no,356,no,no,cellular,8,may,198,2,358,5,other,no,35904
36,services,single,secondary,no,528,no,no,cellular,3,feb,225,2,-1,0,unknown,no,29413
56,retired,divorced,secondary,no,-890,yes,no,cellular,10,jul,467,1,-1,0,unknown,no,13827
38,technician,single,tertiary,no,187,no,no,cellular,27,aug,87,7,-1,0,unknown,no,23178
31,blue-collar,married,primary,no,224,yes,no,cellular,18,may,119,1,-1,0,unknown,no,38915
42,blue-collar,married,primary,no,530,no,no,unknown,11,jun,850,8,-1,0,unknown,no,10265
48,services,married,secondary,no,517,no,no,cellular,14,jan,273,1,-1,0,unknown,no,42663
37,admin.,single,secondary,no,0,no,no,cellular,21,nov,232,2,-1,0,unknown,no,27261
43,unemployed,divorced,primary,no,-70,yes,no,cellular,12,may,124,2,-1,0,unknown,no,36946
34,admin.,married,secondary,no,1158,yes,no,cellular,18,may,61,7,-1,0,unknown,no,39145
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,-1,0,unknown,yes,24363
33,technician,single,secondary,no,0,yes,yes,cellular,9,feb,47,2,12,4,other,no,30841
24,services,married,secondary,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown,no,5391
44,management,married,tertiary,no,0,yes,no,unknown,28,may,260,1,-1,0,unknown,no,6844
45,technician,married,secondary,no,3492,yes,yes,unknown,20,jun,46,4,-1,0,unknown,no,12216
52,blue-collar,married,secondary,no,3622,yes,yes,unknown,23,may,40,7,-1,0,unknown,no,5630
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no,24574
45,admin.,married,secondary,no,205,no,no,cellular,4,aug,180,1,92,3,success,yes,44409
44,management,married,tertiary,no,5581,no,no,cellular,8,aug,202,2,-1,0,unknown,no,19937
27,admin.,single,secondary,no,4745,no,no,telephone,12,nov,411,4,192,1,other,yes,42258
34,blue-collar,married,secondary,no,452,yes,no,unknown,15,may,90,3,-1,0,unknown,no,3625
56,services,divorced,primary,no,23,no,no,telephone,26,may,108,4,-1,0,unknown,no,39633
41,management,single,tertiary,no,275,yes,no,cellular,18,nov,82,2,-1,0,unknown,no,24937
33,technician,married,secondary,no,1844,yes,yes,cellular,18,may,380,1,-1,0,unknown,no,38827
43,housemaid,divorced,primary,no,0,no,no,unknown,11,jun,643,1,-1,0,unknown,no,10076
35,services,married,secondary,no,193,no,yes,unknown,6,jun,50,1,-1,0,unknown,no,9690
26,blue-collar,single,secondary,no,4751,no,no,cellular,3,feb,231,3,-1,0,unknown,no,29708
53,management,single,tertiary,no,1074,yes,no,unknown,15,may,523,2,-1,0,unknown,no,3585
45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,no,23747
26,technician,single,tertiary,no,14054,no,no,cellular,23,jul,178,1,-1,0,unknown,no,16312
40,management,married,tertiary,no,1548,yes,no,cellular,13,apr,101,3,-1,0,unknown,no,31948
42,housemaid,married,secondary,no,279,yes,no,cellular,23,jul,673,1,-1,0,unknown,no,16469
43,services,married,secondary,no,0,no,no,unknown,26,may,483,1,-1,0,unknown,no,5727
34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes,43433
34,management,single,tertiary,no,308,yes,no,cellular,4,may,79,4,269,4,failure,no,34312
35,admin.,married,tertiary,no,948,yes,no,cellular,8,jun,86,1,-1,0,unknown,no,40194
32,services,single,secondary,no,545,yes,no,cellular,18,may,192,1,180,1,failure,no,38848
57,blue-collar,married,unknown,no,3196,no,no,cellular,28,aug,161,4,-1,0,unknown,no,23498
32,admin.,single,secondary,no,4344,yes,no,cellular,22,jul,159,3,-1,0,unknown,no,15904
35,blue-collar,married,primary,yes,-1489,yes,yes,unknown,29,may,177,1,-1,0,unknown,no,7211
37,blue-collar,married,primary,no,2814,yes,no,cellular,20,nov,619,3,-1,0,unknown,no,26709
35,admin.,single,primary,no,2355,yes,no,unknown,16,jun,101,1,-1,0,unknown,no,10637
30,management,married,tertiary,no,4145,yes,yes,cellular,18,jul,302,1,-1,0,unknown,no,15400
36,blue-collar,single,secondary,no,161,yes,no,unknown,11,jun,196,2,-1,0,unknown,no,10086
50,management,married,tertiary,no,0,no,no,cellular,9,jul,243,5,-1,0,unknown,no,13651
56,blue-collar,divorced,primary,no,0,no,no,unknown,20,jun,134,10,-1,0,unknown,no,11922
53,management,married,tertiary,no,3591,yes,no,cellular,5,aug,306,2,181,2,other,yes,44443
47,retired,divorced,secondary,no,47,no,no,cellular,29,jan,489,1,-1,0,unknown,no,28194
20,student,single,secondary,no,1191,no,no,cellular,28,sep,500,2,228,1,failure,no,41637
39,services,married,secondary,no,1179,no,no,cellular,25,may,284,1,-1,0,unknown,yes,39518
33,blue-collar,single,tertiary,no,457,yes,no,cellular,23,jul,107,4,-1,0,unknown,no,16524
42,blue-collar,married,primary,no,2273,yes,no,cellular,18,nov,253,1,112,2,failure,no,24917
25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown,yes,13146
26,management,single,tertiary,no,1274,yes,no,cellular,1,jun,190,1,84,1,failure,no,39760
60,technician,married,secondary,no,-247,yes,no,telephone,12,may,472,2,351,1,failure,no,36933
44,technician,married,secondary,no,331,yes,no,cellular,20,aug,256,4,-1,0,unknown,no,21825
42,blue-collar,single,primary,no,50,no,no,unknown,16,jun,294,3,-1,0,unknown,no,10649
33,services,married,secondary,no,703,no,no,cellular,18,nov,160,2,-1,0,unknown,no,25267
36,management,married,tertiary,no,5367,no,no,cellular,31,aug,324,1,455,2,failure,no,44609
27,housemaid,married,primary,yes,-238,no,no,cellular,14,jul,132,4,-1,0,unknown,no,14323
41,management,married,tertiary,no,3831,yes,no,cellular,7,aug,243,7,-1,0,unknown,no,19704
28,services,single,secondary,no,899,no,no,unknown,11,aug,61,1,-1,0,unknown,no,44514
32,blue-collar,single,secondary,no,2597,yes,no,cellular,15,may,233,1,368,1,failure,no,38265
64,retired,married,primary,no,43,no,no,cellular,11,mar,117,1,91,1,success,no,43277
34,blue-collar,married,primary,no,-703,yes,no,cellular,18,may,160,2,-1,0,unknown,no,38780
27,technician,single,secondary,no,1742,yes,no,unknown,16,may,787,1,-1,0,unknown,yes,3804
47,blue-collar,married,primary,no,2,yes,yes,unknown,14,may,164,1,-1,0,unknown,no,2883
32,management,married,tertiary,no,943,yes,no,cellular,30,jan,402,2,2,2,other,no,28855
37,services,married,secondary,no,1627,yes,no,unknown,12,jun,602,2,-1,0,unknown,no,10418
52,technician,married,secondary,no,463,yes,no,cellular,4,feb,132,6,267,5,failure,no,30027
46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown,no,24541
52,admin.,divorced,secondary,no,2002,no,no,unknown,4,jun,103,4,-1,0,unknown,no,8736
36,housemaid,married,primary,no,758,no,no,unknown,17,jun,236,2,-1,0,unknown,no,10999
41,admin.,divorced,secondary,no,762,yes,no,unknown,6,jun,319,4,-1,0,unknown,no,9505
45,services,married,secondary,no,1550,yes,no,unknown,5,jun,127,6,-1,0,unknown,no,9220
27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,-1,0,unknown,yes,13690
34,admin.,single,secondary,no,3626,yes,yes,cellular,20,nov,88,2,-1,0,unknown,no,26303
33,technician,married,secondary,no,1234,no,no,telephone,9,nov,61,1,-1,0,unknown,no,24146
30,blue-collar,married,secondary,no,62,no,no,cellular,21,jul,241,3,-1,0,unknown,no,15841
44,blue-collar,married,primary,no,976,yes,no,cellular,11,may,164,2,-1,0,unknown,no,36301
49,blue-collar,married,secondary,no,0,yes,no,unknown,29,may,67,2,-1,0,unknown,no,7405
57,unknown,married,primary,no,8,no,no,telephone,19,oct,270,2,-1,0,unknown,no,41891
46,housemaid,married,primary,no,296,yes,no,unknown,20,jun,205,4,-1,0,unknown,no,11811
49,management,single,tertiary,no,151,yes,no,cellular,8,jul,97,3,-1,0,unknown,yes,40557
52,services,divorced,primary,yes,-1,no,yes,cellular,29,jul,112,6,-1,0,unknown,no,17837
29,admin.,single,secondary,no,200,yes,no,cellular,18,may,261,1,-1,0,unknown,no,38978
33,management,married,tertiary,no,3301,yes,no,cellular,2,nov,131,2,171,2,failure,no,42094
31,services,married,secondary,no,525,yes,yes,unknown,21,may,159,1,-1,0,unknown,no,4949
33,blue-collar,single,secondary,no,17,yes,no,unknown,21,may,288,1,-1,0,unknown,no,4829
27,services,single,tertiary,no,5883,yes,no,unknown,28,may,325,2,-1,0,unknown,no,6984
33,unemployed,single,secondary,no,559,yes,no,cellular,9,feb,18,6,-1,0,unknown,no,30877
42,management,single,tertiary,no,336,yes,no,cellular,2,feb,142,6,195,3,failure,no,29116
52,management,single,tertiary,no,597,no,no,cellular,25,aug,84,4,-1,0,unknown,no,22711
25,technician,single,tertiary,no,640,yes,no,unknown,13,may,492,2,-1,0,unknown,no,2726
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,no,28342
46,management,married,unknown,no,2466,no,no,telephone,1,apr,216,3,370,1,failure,yes,43396
53,admin.,single,secondary,no,1958,no,no,telephone,23,apr,164,4,-1,0,unknown,no,33771
27,student,single,tertiary,no,5291,no,no,cellular,12,nov,192,2,92,2,failure,yes,42254
37,retired,divorced,secondary,no,79,no,no,cellular,15,jul,110,2,-1,0,unknown,no,14527
38,admin.,married,tertiary,no,69,no,no,cellular,17,apr,140,2,-1,0,unknown,no,32999
52,unemployed,married,secondary,no,1416,no,no,cellular,10,mar,436,2,182,1,success,yes,43262
59,blue-collar,divorced,primary,no,220,yes,no,unknown,12,may,165,1,-1,0,unknown,no,2105
51,housemaid,married,primary,no,1337,no,no,telephone,30,jul,74,6,-1,0,unknown,no,18215
72,retired,married,primary,no,1612,no,no,cellular,7,aug,530,2,-1,0,unknown,yes,40702
55,technician,married,secondary,no,0,no,no,cellular,19,nov,336,1,-1,0,unknown,no,25588
57,blue-collar,married,secondary,no,490,yes,no,cellular,18,aug,70,5,-1,0,unknown,no,21259
40,technician,married,tertiary,no,602,yes,no,cellular,15,may,145,4,360,7,failure,no,38100
51,unemployed,married,secondary,no,760,yes,no,unknown,14,may,411,1,-1,0,unknown,no,3017
39,self-employed,divorced,tertiary,no,155,no,no,cellular,19,nov,449,2,-1,0,unknown,no,26031
34,admin.,single,secondary,no,1103,yes,no,unknown,28,may,89,1,-1,0,unknown,no,6889
47,blue-collar,married,secondary,no,1303,no,no,cellular,13,aug,68,3,-1,0,unknown,no,20889
50,blue-collar,married,primary,no,3764,no,no,telephone,9,sep,214,2,99,4,failure,yes,41512
28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes,34087
30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,unknown,yes,43840
33,technician,married,secondary,no,557,no,no,cellular,4,may,367,1,-1,0,unknown,yes,34241
49,services,married,secondary,no,29,yes,no,cellular,17,apr,79,1,-1,0,unknown,no,32812
55,technician,married,secondary,no,0,no,no,unknown,6,may,160,3,-1,0,unknown,no,737
37,blue-collar,married,primary,no,508,yes,yes,cellular,15,may,340,1,-1,0,unknown,no,38361
36,management,single,tertiary,no,4,yes,no,cellular,7,jul,529,1,61,3,success,no,40505
56,retired,married,secondary,no,6114,no,no,telephone,29,jul,168,2,-1,0,unknown,no,17524
31,blue-collar,single,secondary,no,648,yes,yes,cellular,20,apr,153,1,347,1,failure,no,33405
38,services,married,unknown,no,15,yes,no,cellular,18,may,233,1,-1,0,unknown,no,39049
40,services,married,secondary,no,10406,no,no,cellular,21,nov,348,2,127,4,other,no,26988
39,blue-collar,married,secondary,no,1403,yes,yes,cellular,12,may,429,2,-1,0,unknown,no,36610
37,blue-collar,single,tertiary,no,1436,yes,no,cellular,12,may,177,2,-1,0,unknown,no,36949
50,blue-collar,married,primary,no,370,yes,no,telephone,26,aug,39,6,-1,0,unknown,no,23096
49,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,1080,5,-1,0,unknown,no,1899
38,admin.,married,primary,no,-175,yes,no,telephone,21,jul,86,9,-1,0,unknown,no,15874
40,blue-collar,married,secondary,no,750,yes,yes,cellular,16,apr,340,1,281,1,failure,no,32464
47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown,no,11269
30,management,single,tertiary,no,720,no,no,cellular,15,jan,1265,4,210,4,other,yes,42688
